Colaborador,Fuente,Sexo,Origen,Nacimiento,Muerte
"Sabau y Larroya, Pedro",http://viaf.org/viaf/98570106,M,España,1807,1879
"Sabogal Diéguez, José",http://viaf.org/viaf/46811170,M,Perú,1888,1956
"Sachsel-Lichtenstein, Olga",http://viaf.org/viaf/80673376,F,Alemania,1876,1936
"Saco, Carmen",http://viaf.org/viaf/96552352,F,Perú,1882,1948
"Saco, José Antonio",http://viaf.org/viaf/39473924,M,Cuba,1797,1879
"Sacs, Joan",http://viaf.org/viaf/169499143,M,España,1878,1948
"Sáenz de Tejada, Carlos",http://viaf.org/viaf/69807535,M,España,1897,1958
"Sáenz Peña, Roque",http://viaf.org/viaf/2503918,M,Argentina,1851,1914
"Sáenz, Moisés","https://viaf.org/viaf/28447421/#Sa%CC%81enz,_Moise%CC%81s,_1888-1941",M,NA,1888,1941
"Sáenz, Pedro",http://viaf.org/viaf/43852954,M,España,1863,1927
"Sagarra, Josep María de",http://viaf.org/viaf/66481791,M,España,1894,1961
"Sage, Robert",http://viaf.org/viaf/14824992,M,NA,1899,1962
"Sain, Edouard Alexandre",http://viaf.org/viaf/51927126,M,Francia,1830,1910
"Sains de Cavia, Pedro Feliciano",https://es.wikipedia.org/wiki/Pedro_Feliciano_Cavia,M,Argentina,1776,1849
"Saint-Point, Valentine de",http://viaf.org/viaf/7438282,M,Francia,1875,1953
"Saint-Victor, Paul de",http://viaf.org/viaf/34496102,M,Francia,1827,1881
"Sainte-Beuve, Charles-Augustin",http://viaf.org/viaf/56616058,M,Francia,1804,1869
"Sáinz Rodríguez, Pedro",http://viaf.org/viaf/17239197,M,España,1898,1986
"Saiz Otero, Concepción",http://viaf.org/viaf/78839875,F,España,1851,1934
"Sal y Rosas, Federico",http://viaf.org/viaf/314929354,M,Perú,NA,NA
"Sala i Francès, Emili",http://viaf.org/viaf/86924213,M,España,1850,1910
"Sala, Rafael","https://viaf.org/viaf/76282673/#Sala_Marco,_Rafael_1892-1927",M,España,1891,1927
"Salas Antón, Juan",http://viaf.org/viaf/171202689,M,España,1854,1931
"Salas Maturana, Demetrio",http://viaf.org/viaf/4145857037922921334,M,Chile,1872,NA
"Salas Subirat, José",http://viaf.org/viaf/86559762,M,Argentina,1890,1975
"Salas, Emilio",http://viaf.org/viaf/26040681,M,NA,NA,NA
"Salas, Xavier de",http://viaf.org/viaf/17229173,M,España,1907,1982
"Salaverría, José María",http://viaf.org/viaf/60137027,M,España,1873,1940
"Salaya, Guillén",http://viaf.org/viaf/58045290,M,España,1900,1965
"Salazar Mallén, Rubén",http://viaf.org/viaf/100241369,M,México,1905,1986
"Salazar Viniegra, Leopoldo","Sheridan, Guillermo. Indices de Contemporáneos: Revista Mexicana de Cultura (1928-1931). México: UNAM, 1988.",M,México,1898,1957
"Salazar y Chapela, Esteban",http://viaf.org/viaf/61788752,M,España,1900,1965
"Salazar, Abel C.",http://www.elem.mx/autor/datos/978,M,México,1878,1925
"Salazar, Adolfo",http://viaf.org/viaf/56651167,M,España,1890,1958
"Salazar, Juan B.","Sheridan, Guillermo. Indices de Contemporáneos: Revista Mexicana de Cultura (1928-1931). México: UNAM, 1988.",M,México,1885,1952
"Salazar, Salvador",http://viaf.org/viaf/38939033,M,Cuba,1892,1950
"Salazar, Toño",http://viaf.org/viaf/40747139,M,El Salvador,1897,1986
"Saldaña, Quintiliano",http://viaf.org/viaf/66848810,M,España,1878,1938
"Saldías, Adolfo",http://viaf.org/viaf/71403577,M,NA,1850,1914
"Salet, Pierre",http://viaf.org/viaf/70845510,M,Francia,1875,1936
"Salgado, António",http://viaf.org/viaf/33356874,M,Portugal,1904,1989
"Salguero Dela-Hanty, Dardo",https://www.museofigari.gub.uy/innovaportal/v/102205/20/mecweb/arquicaricaturas-de-dardo-salguero-dela-hanty?parentid=98217,M,Uruguay,1902,1990
"Salinas, Pedro",http://viaf.org/viaf/44304992,M,España,1891,1951
"Salmerón y Alonso, Nicolás",http://viaf.org/viaf/36491957,M,España,1838,1908
"Salmerón y García, Nicolás",http://viaf.org/viaf/86972600,M,España,1864,1933
"Salmon, André",http://viaf.org/viaf/110654678,M,Francia,1881,1969
"Saltor, Octavi",http://viaf.org/viaf/40706591,M,España,1902,1982
"Salvador y Carreras, Amós",http://viaf.org/viaf/170267628,M,España,1879,1963
"Salvador y Rodrigáñez, Amós",http://viaf.org/viaf/77398824,M,España,1845,1922
"Salvandy, Narcisse-Achille de",http://viaf.org/viaf/39510411,M,Francia,1795,1856
"Salvat i Espasa, Pablo",http://viaf.org/viaf/107659971,M,España,1872,1923
"Salvat-Papasseit, Joan",http://viaf.org/viaf/66483870,M,España,1894,1924
"Salvat, Santiago",http://viaf.org/viaf/128847808,M,España,1891,1971
"Salzillo y Alcaraz, Francisco",http://viaf.org/viaf/52485417,M,España,1707,1783
"Samain, Albert",http://viaf.org/viaf/54153956,M,Francia,1858,1900
"Sampaio, Albino Forjaz de",http://viaf.org/viaf/52415774,M,Portugal,1884,1949
"Samsó, Juan",http://viaf.org/viaf/88024412,M,España,1834,1908
"Sancha Lengo, Francisco",http://viaf.org/viaf/63482838,M,España,1874,1936
"Sánchez Arcas, Manuel",http://viaf.org/viaf/42892235,M,España,1897,1970
"Sánchez Azcona, Juan",http://viaf.org/viaf/55278054,M,México,1876,1938
"Sánchez Barbudo, Antonio",http://viaf.org/viaf/93273215,M,España,1910,1995
"Sánchez del Arco, Manuel",http://viaf.org/viaf/68697400,M,NA,NA,NA
"Sánchez Díaz, Ramón",http://viaf.org/viaf/74229179,M,España,1869,1960
"Sánchez Galarraga, Gustavo",http://viaf.org/viaf/33690815,M,Cuba,1893,1934
"Sánchez Guerra, José",http://viaf.org/viaf/28132328,M,España,1859,1935
"Sánchez Pastor, Emilio",http://viaf.org/viaf/31743842,M,España,1853,1935
"Sánchez Pérez, Alberto","https://viaf.org/viaf/64806304/#Sa%CC%81nchez_Perez,_Alberto_1895-1964",M,España,1895,1962
"Sánchez Pérez, Antonio",http://viaf.org/viaf/17600453,M,España,1838,1912
"Sánchez Pesquera, Miguel",http://viaf.org/viaf/313262052,M,Venezuela,1851,1920
"Sánchez Rivero, Ángel",http://viaf.org/viaf/7380906,M,España,1888,1930
"Sánchez Saornil, Lucía",http://viaf.org/viaf/56514756,F,España,1895,1970
"Sánchez Vázquez, Adolfo S.",http://viaf.org/viaf/27075223,M,España,1915,2011
"Sánchez Vázquez, Gonzalo",https://books.google.de/books?id=dp_Vv50VecUC&pg=PA81&lpg=PA81&dq=Gonzalo+S%C3%A1nchez+V%C3%A1zquez+1996&source=bl&ots=46vkzlB00d&sig=ACfU3U3m3_V8u_PZAGDKx5RiGAWkV1bA4A&hl=de&sa=X&ved=2ahUKEwjtw4TGwMTnAhVB4aQKHesWCjkQ6AEwDHoECAYQAQ#v=onepage&q=Gonzalo%20S%C3%A1nchez%20V%C3%A1zquez%201996&f=false,M,España,1917,1996
"Sánchez Viamonte, Carlos",http://viaf.org/viaf/24163823,M,Argentina,1892,1972
"Sánchez Villalba, Anselmo",http://viaf.org/viaf/76157523177227030061,NA,NA,NA,NA
"Sánchez-Juan, Sebastiá",http://viaf.org/viaf/60259273,M,España,1904,1970
"Sánchez-Reulet, Aníbal",http://viaf.org/viaf/19558469,M,Argentina,1910,1997
"Sánchez, Arturo",http://viaf.org/viaf/78149627,M,NA,1907,2001
"Sánchez, Luis Alberto",http://viaf.org/viaf/108970947,M,Perú,1900,1994
"Sánchez, Pedro",http://viaf.org/viaf/95922045,M,España,1902,1971
"Sánchez, Pedro C.",http://viaf.org/viaf/43404367,M,México,1871,1956
"Sandburg, Carl",http://viaf.org/viaf/61588662,M,Estados Unidos,1878,1967
"Sandino, Augusto César",http://viaf.org/viaf/100258961,M,Nicaragua,1895,1934
"Sandino, Sócrates",https://www.upi.com/Archives/1934/02/22/Sandino-famous-rebel-is-slain-in-Nicaragua/3591519014212/,M,Nicaragua,NA,1934
"Sangro y Ros de Olano, Pedro",http://viaf.org/viaf/86967120,M,España,1878,1959
"Sangróniz, José Antonio de",http://www.rah.es/jose-antonio-sangroniz-castro-marques-desio/,M,España,1895,1980
"Sanguily, Manuel",http://viaf.org/viaf/76352567,M,Cuba,1848,1925
"Sanhueza Oliva, Alfredo",http://viaf.org/viaf/275145857076622922066,M,Chile,NA,NA
"Sanín Cano, Baldomero",http://viaf.org/viaf/44331409,M,Colombia,1861,1957
"Sanjuán, Pedro",http://viaf.org/viaf/51989732,M,Cuba,1886,1976
"Sant'Elia, Antonio",http://viaf.org/viaf/64808203,M,Italia,1888,1916
"Santa Cruz, Francisco",http://viaf.org/viaf/205010150,M,España,1899,1957
"Santa Marina, Luys",http://viaf.org/viaf/35959065,M,España,1898,1980
"Santaclara, A. de",http://viaf.org/viaf/309804667,NA,NA,1858,1924
"Santayana, George",http://viaf.org/viaf/59098309,M,Estados Unidos,1863,1952
"Santos Fernández, Juan",http://viaf.org/viaf/299608464,M,Cuba,1847,1922
"Santos, Ángeles",http://viaf.org/viaf/34377847,F,España,1911,2013
"Santovenia, Emeterio S.",http://viaf.org/viaf/100209569,M,Cuba,1889,1968
"Santullano, Luis",http://viaf.org/viaf/206915338,M,España,1879,1952
"Sarabasa y Blanco, Ricardo",http://viaf.org/viaf/82152636162120052394,M,NA,NA,NA
"Sarcey, Francisque",http://viaf.org/viaf/84122712,M,Francia,1827,1899
"Saridakis, Juan de",https://es.wikipedia.org/wiki/Juan_de_Saridakis,M,Egipto,1877,1963
"Sarmiento, Domingo Faustino",http://viaf.org/viaf/12340366,M,Argentina,1811,1888
"Sartoris, Alberto",http://viaf.org/viaf/117576649,M,Italia,1901,1998
"Saslavsky, Luis",http://viaf.org/viaf/160851139,M,Argentina,1903,1995
"Sassone, Felipe",http://viaf.org/viaf/6796725,M,Perú,1884,1959
"Satie, Erik",http://viaf.org/viaf/88805508,M,Francia,1866,1925
"Satterfield, Robert William",https://en.wikipedia.org/wiki/Bob_Satterfield_(cartoonist),M,Estados Unidos,1875,1958
"Sauvage, Marcel",http://viaf.org/viaf/68935531,M,Francia,1895,1988
"Savage, Frank","https://viaf.org/viaf/9499766/#Savage,_Frank",NA,NA,NA,NA
"Savinio, Alberto",http://viaf.org/viaf/90634868,M,Italia,1891,1951
"Sawa, Alejandro",http://viaf.org/viaf/59126336,M,España,1862,1909
"Sawa, Miguel",http://viaf.org/viaf/87172319,M,España,1866,1910
"Sbert Massanet, Antoni-Maria",http://viaf.org/viaf/17346037,M,España,1901,1980
"Scaffo, Carlos",http://viaf.org/viaf/136462168,M,Uruguay,1909,1987
"Scalabrini Ortiz, Raúl",http://viaf.org/viaf/64080281,M,Argentina,1898,1959
"Scardino, Humberto",https://pmb.parlamento.gub.uy/pmb/opac_css/index.php?lvl=author_see&id=17961,M,Uruguay,NA,NA
"Schaeffner, André",http://viaf.org/viaf/49231373,M,Francia,1895,1980
"Schatz, Otto Rudolf",http://viaf.org/viaf/112768525,M,Austria,1900,1961
"Scheler, Max",http://viaf.org/viaf/41846336,M,Alemania,1874,1928
"Schiaffino, Eduardo",http://viaf.org/viaf/72750558,M,Argentina,1858,1935
"Schiavo, Horacio A.",https://www.google.com/search?q=horacio+a.+schiavo+poeta+argentino+1903%E2%80%931978&client=firefox-b-d&ei=2N6yXMCQGYKVsAeHuqTwCw&start=0&sa=N&ved=0ahUKEwjA3ObGhc_hAhWCCuwKHQcdCb44MhDy0wMIYg&biw=1536&bih=730,M,Argentina,1903,1978
"Schiele, Egon",http://viaf.org/viaf/41850463,M,Austria,1890,1918
"Schiller, Friedrich",http://viaf.org/viaf/96994450,M,Alemania,1759,1805
"Schmidt, Kurt",http://viaf.org/viaf/16471871,M,Alemania,1901,1991
"Schneeberger, Albert",http://viaf.org/viaf/162154493,M,Francia,1877,NA
"Schneider, Samuel",http://viaf.org/viaf/24848323,M,Argentina,1911,1991
"Scholl, Aurélien",http://viaf.org/viaf/7430957,M,Francia,1833,1902
"Schönberg, Arnold",http://viaf.org/viaf/12492826,M,Austria,1874,1951
"Schons, Dorothy",http://viaf.org/viaf/70943384,F,Estados Unidos,1890,1961
"Schramm, Edmund",http://viaf.org/viaf/67532116,M,Alemania,1902,1975
"Schwab, Pedro",https://ancestors.familysearch.org/en/LDLR-QS9/pedro-schwab-1987,M,Argentina,NA,1987
"Schwabe, Carlos",http://viaf.org/viaf/32031144,M,Suiza,1866,1926
"Schwalbach, Eduardo",http://viaf.org/viaf/99500214,M,Portugal,1860,1946
"Schwarzenacker, Hermann",https://digitalcommons.lsu.edu/cgi/viewcontent.cgi?article=1498&context=gradschool_disstheses,M,Alemania,NA,NA
"Schwitters, Kurt",http://viaf.org/viaf/27071479,M,Alemania,1887,1948
"Scornik, Isabelino",https://lagalenadelsur.wordpress.com/2015/01/08/oda-antiromantica-a-un-poste-de-telegrafo-isabelino-scornik-argentina1926/,M,Argentina,NA,NA
"Scott, Walter",http://viaf.org/viaf/95207079,M,Reino Unido,1771,1832
"Seeber, Francisco",https://es.wikipedia.org/wiki/Francisco_Seeber,M,Argentina,1841,1913
"Seeger, Alan",http://viaf.org/viaf/89038263,M,Estados Unidos,1886,1979
"Segovia, Antonio María",http://viaf.org/viaf/25003925,M,España,1808,1874
"Seguel, Gerardo",http://viaf.org/viaf/57145857061922921652,M,Chile,1906,1950
"Segura Ezquerro, José",http://www.alexlib.com/segura/seg-res.htm,M,España,1897,1963
"Sela, Aniceto",http://viaf.org/viaf/50888517,M,España,1863,1935
"Seldes, Gilbert",http://viaf.org/viaf/109372554,M,Estados Unidos,1893,1970
"Selgas, José",http://viaf.org/viaf/154379450,M,España,1822,1882
"Sellés, Eugenio",http://viaf.org/viaf/74228730,M,España,1842,1926
"Semorile, Nicolás",http://viaf.org/viaf/309771272,M,Argentina,NA,NA
"Senet, Rodolfo",http://viaf.org/viaf/590145857108122922614,M,Argentina,1872,1938
"Senillosa, Juan A.",http://viaf.org/viaf/309749141,M,Argentina,NA,NA
"Seoane, Manuel",http://viaf.org/viaf/48172861,M,Perú,1900,1963
"Sepúlveda, Ricardo",http://viaf.org/viaf/16187314,M,España,1846,1909
"Serao, Matilde",http://viaf.org/viaf/27096653,F,Italia,1856,1927
"Serís, Homero",http://viaf.org/viaf/74217589,M,España,1879,1969
"Serna, Ismael de la",http://viaf.org/viaf/31163342,M,España,1898,1968
"Serner, Walter",http://viaf.org/viaf/41853731,M,Alemania,1889,1942
"Serra Auqué, Enric",http://viaf.org/viaf/95921526,M,España,1859,1918
"Serra, Narciso",http://viaf.org/viaf/60799927,M,España,1833,1877
"Serrano Álcazar, Rafael",http://viaf.org/viaf/87187710,M,NA,1843,1906
"Serrano de la Pedrosa, Francisco",http://viaf.org/viaf/86684459,M,NA,NA,NA
"Serrano-Plaja, Arturo",http://viaf.org/viaf/29552167,M,España,1909,1979
"Serrey, Carlos",https://www.wikidata.org/wiki/Q5042644,M,Argentina,1873,NA
"Servando Gutiérrez, Tomás",https://halshs.archives-ouvertes.fr/halshs-00529696/document,M,Cuba,NA,NA
"Serveranckx, Victor",http://viaf.org/viaf/10117306,M,Bélgica,1897,1965
"Settimelli, Emilio",http://viaf.org/viaf/5029183,M,Italia,1891,1954
"Seurat, Georges",http://viaf.org/viaf/24608076,M,Francia,1859,1891
"Severini, Gino",http://viaf.org/viaf/54163042,M,Italia,1883,1966
"Sevrette, Gastón","https://viaf.org/viaf/211196642/#Se%CC%81vrette,_Gaston,_1863-19..",M,NA,1863,NA
"Shakespeare, William",http://viaf.org/viaf/96994048,M,Reino Unido,1564,1616
"Shaw, Bernard",http://viaf.org/viaf/89019752,M,Irlanda,1856,1950
"Shelley, Percy Bysshe",http://viaf.org/viaf/95159449,M,Reino Unido,1792,1822
Sholem Aleichem,http://viaf.org/viaf/19675893,M,Estados Unidos,1859,1916
"Sichel, Pierre",http://viaf.org/viaf/237603590,M,Francia,1899,1983
"Sierra, Justo",http://viaf.org/viaf/36989647,M,México,1848,1912
"Sierra, Santiago",http://viaf.org/viaf/2697576,M,México,1850,1880
"Sigüenza, Julio",http://viaf.org/viaf/65843979,M,España,1898,1965
"Sikelianos, Ángelos",http://viaf.org/viaf/51699609,M,Grecia,1884,1951
"Siles, José de",http://viaf.org/viaf/305861571,M,España,1856,1911
"Silva Castro, Raúl",http://viaf.org/viaf/7515457,M,Chile,1903,1970
"Silva Herzog, Jesús",http://viaf.org/viaf/114548049,M,México,1892,1985
"Silva Valdés, Fernán",http://viaf.org/viaf/85518887,M,Uruguay,1887,1975
"Silva Vildósola, Carlos",http://viaf.org/viaf/63995858,M,Chile,1870,1939
"Silva y Aceves, Mariano",http://viaf.org/viaf/11423432,M,México,1887,1937
"Silva, Alfonso de",http://viaf.org/viaf/35807692,M,Perú,1902,1937
"Silva, José Asunción",http://viaf.org/viaf/39409953,M,Colombia,1865,1896
"Silveira, Tasso da",http://viaf.org/viaf/32112918,M,Brasil,1895,1968
"Silvela Casado, Mateo",http://viaf.org/viaf/1481147907502079210000,M,España,1863,1948
"Silvela, Francisco",http://viaf.org/viaf/37231416,M,España,1845,1905
"Silvestre, Armand",http://viaf.org/viaf/7428482,M,Francia,1837,1901
"Sima, Joseph",http://viaf.org/viaf/212472586,M,Francia,1891,1971
"Simoes, Joao Gaspar",http://viaf.org/viaf/36931366,M,Portugal,1903,1987
"Simonetti, Attilio",http://viaf.org/viaf/49496998,M,Italia,1843,1925
"Sinán, Rogelio",http://viaf.org/viaf/40691338,M,Panamá,1902,1994
"Sinclair, Upton",http://viaf.org/viaf/32002923,M,Estados Unidos,1878,1968
"Siqueiros, David Alfaro",http://viaf.org/viaf/61588351,M,México,1896,1974
"Sirio, Alejandro",http://viaf.org/viaf/46567982,M,España,1890,1953
"Sitano, Lorenzo",https://books.google.de/books?id=aZR1hqHdiL0C&pg=PA63&lpg=PA63&dq=%22Lorenzo+Sitano%22&source=bl&ots=WOL6Uh7_S0&sig=ACfU3U3f98-xP9ztwZjdYKA-qRCStPkV7A&hl=de&sa=X&ved=2ahUKEwjUwISxtoPnAhUPGuwKHSiCA6UQ6AEwAHoECAoQAQ#v=onepage&q=%22Lorenzo%20Sitano%22&f=false,M,Argentina,NA,NA
"Sívori, Juan B.",http://viaf.org/viaf/34017965,M,NA,1887,NA
"Sivry, Charles de",http://viaf.org/viaf/76518318,M,Francia,1848,1900
"Sixto de Sola, José",https://www.ecured.cu/Jos%C3%A9_Sixto_de_Sola,M,Cuba,1888,NA
"Sjöstrom, Victor",http://viaf.org/viaf/10034704,M,Suecia,1879,1960
"Smet, Gustave de",http://viaf.org/viaf/27872028,M,Bélgica,1877,1943
"Soca, Juan",http://viaf.org/viaf/6494864,M,España,1890,1971
"Soffici, Ardengo",http://viaf.org/viaf/34478013,M,Italia,1879,1964
"Solalinde, Antonio G.",http://viaf.org/viaf/71528210,M,España,1892,1937
"Solari, Juan Antonio",http://viaf.org/viaf/67706735,M,Argentina,1899,1980
"Soldevila, Carles",http://viaf.org/viaf/62674007,M,España,1892,1967
"Soldevila, Ferrán",http://viaf.org/viaf/32005346,M,España,1894,1971
"Solé de Sojo, Vicente",http://viaf.org/viaf/169836594,M,España,1891,1963
"Soler Darás, José",http://taurus.unicamp.br/bitstream/REPOSIP/270125/1/Grotto_Livia_D.pdf,M,Argentina,NA,NA
"Soler Planas, Luis",http://viaf.org/viaf/87569421,M,NA,NA,NA
"Soler, Antonio",http://viaf.org/viaf/59270893,M,España,1729,1783
"Soler, Bartolomé",http://viaf.org/viaf/57499874,M,España,1894,1975
"Soler, Eduardo",http://viaf.org/viaf/61694830,M,España,1845,1907
"Solís Ávila, Antonio",http://viaf.org/viaf/75461834,M,España,1898,1967
"Solís, Abelardo",https://core.ac.uk/download/pdf/16366130.pdf,M,NA,1898,1938
"Solsona y Baselga, Conrado",http://viaf.org/viaf/87638644,M,España,1851,1916
"Sommer, William",http://viaf.org/viaf/55639954,M,Estados Unidos,1867,1949
"Somoza, José",http://viaf.org/viaf/8232538,M,España,1781,1852
"Sorel, F. de",http://viaf.org/viaf/292054200,M,NA,NA,NA
"Sorel, Georges",http://viaf.org/viaf/2477110,M,Francia,1847,1922
"Soria  y Mata, Arturo",http://viaf.org/viaf/39463488,M,España,1844,1920
"Soriano de Castro, José",http://viaf.org/viaf/2108152636077420051540,M,NA,NA,NA
"Soriano, Manuel",http://viaf.org/viaf/87861443,M,España,1859,1933
"Soriano, Rodrigo",http://viaf.org/viaf/46413339,M,España,1868,1944
"Soroa Lasa, Marcelino",http://viaf.org/viaf/61918194,M,España,1848,1902
"Sorolla, Joaquín",http://viaf.org/viaf/8190537,M,España,1863,1923
"Sorondo, Xavier",http://viaf.org/viaf/281014549,M,NA,1883,1957
"Sorrentino, Lamberti",http://viaf.org/viaf/57740825,M,Italia,1899,1993
"Sosa Solano, Florentino",http://punoculturaydesarrollo.blogspot.com/2017/06/pintores-punenos.html,M,Perú,1900,NA
"Sosnovskij, Lev Semenovic",http://viaf.org/viaf/298236861,M,Rusia,1886,1937
"Sotela, Rogelio",http://viaf.org/viaf/44116123,M,Costa Rica,1894,1943
"Soto y Calvo, Francisco",http://viaf.org/viaf/12672097,M,Argentina,1860,1936
"Soto, Luis Emilio",http://viaf.org/viaf/203079139,M,Argentina,1902,1970
"Soulaine, Pierre",http://viaf.org/viaf/39094342,M,Francia,1864,1940
"Soupault, Philippe",http://viaf.org/viaf/109453511,M,Francia,1897,1990
"Soussens, Charles de",http://viaf.org/viaf/52765850,M,Suiza,1865,1927
"Souto Vilas, Manuel",https://es.wikipedia.org/wiki/Manuel_Souto_Vilas,M,España,1903,1975
"Souviron, José María",http://viaf.org/viaf/47702982,M,España,1904,1973
"Spadini, Armando",http://viaf.org/viaf/37725912,M,Italia,1883,1925
"Spelucín, Alcides",http://viaf.org/viaf/56186991,M,Perú,1897,1976
"Spencer, Herbert",http://viaf.org/viaf/27074806,M,Reino Unido,1820,1903
"Spengler, Oswald",http://viaf.org/viaf/14778687,M,Alemania,1880,1936
"Stalin, Joseph",http://viaf.org/viaf/101787139,M,Rusia,1878,1953
"Staricco, Leonardo",https://www.ahira.com.ar/wp-content/uploads/2019/03/Garcia-Revistas-hispanoamericanas-de-vanguardia.pdf,M,NA,NA,NA
"Stecchetti, Lorenzo",http://viaf.org/viaf/326144782956878631219,M,Italia,1845,1916
"Steinhof, Eugene",http://viaf.org/viaf/308283426,M,Austria,1880,1952
"Steinitz, Kate",http://viaf.org/viaf/49250677,F,Alemania,1889,1975
"Steinlen, Théophile-Alexandre",http://viaf.org/viaf/76323168,M,Francia,1859,1923
"Šterenberg, David Petrovic",http://viaf.org/viaf/95870865,M,Rusia,1881,1948
"Sternberg, Josef von",http://viaf.org/viaf/71422909,M,Estados Unidos,1894,1969
"Stevens, Wallace",http://viaf.org/viaf/61562486,M,Estados Unidos,1879,1955
"Stiro, Armando",http://ensayosvictormazzitrujillo.blogspot.com/2008/03/?m=0,M,NA,NA,NA
"Stobbaerts, Marcel",http://viaf.org/viaf/206912410,M,Bélgica,1899,1947
"Storni, Alfonsina",http://viaf.org/viaf/90658830,F,Argentina,1892,1938
"Suárez Fernández, Constantino",http://viaf.org/viaf/87944322,M,España,1890,1941
"Suárez Solís, Rafael",http://viaf.org/viaf/100919146,M,España,1881,1968
"Suárez, José León",http://viaf.org/viaf/106837443,M,Argentina,1872,1929
"Subías Galter, José","https://viaf.org/viaf/79517458/#Subias_Galter,_Joan,_1897-1984",M,España,1897,1984
"Subirá, José",http://viaf.org/viaf/111810264,M,España,1882,1980
"Sucre, José María de",http://viaf.org/viaf/43806355,M,España,1886,1969
"Sudermann, Hermann",http://viaf.org/viaf/14893927,M,Alemania,1857,1928
"Südfeld, Simon Maximilian",http://viaf.org/viaf/64037479,M,Hungría,1849,1923
